,age,workclass,fnlwgt,education,education_num,marital_status,post,relationship,nation,gender,capital_gain,capital_loss,hours_per_week,country,wealth
102,49,,81973,,10,,,,,,0,0,40,,
103,61,,66614,,9,,,,,,0,0,40,,
104,19,,316868,,10,,,,,,0,0,30,,
105,45,,196584,,11,,,,,,0,1564,40,,
106,70,,105376,,10,,,,,,0,0,40,,
107,31,,185814,,9,,,,,,0,0,30,,
108,22,,175374,,10,,,,,,0,0,24,,
110,47,,186009,,10,,,,,,0,0,38,,
111,34,,198183,,9,,,,,,0,0,40,,
112,33,,163003,,13,,,,,,0,0,40,,
113,21,,296158,,9,,,,,,0,0,35,,
115,48,,187715,,9,,,,,,0,0,46,,
116,23,,214542,,13,,,,,,0,0,40,,
117,29,,191535,,9,,,,,,0,0,60,,
118,42,,228456,,13,,,,,,0,0,50,,
119,25,,252752,,9,,,,,,0,0,40,,
120,28,,88419,,9,,,,,,0,0,40,,
121,46,,102628,,14,,,,,,0,0,40,,
122,18,,25828,,7,,,,,,0,0,16,,
123,66,,54826,,11,,,,,,0,0,20,,
124,27,,124953,,9,,,,,,0,1980,40,,
125,28,,175325,,9,,,,,,0,0,40,,
126,51,,96062,,10,,,,,,0,1977,40,,
127,27,,428030,,13,,,,,,0,0,50,,
128,28,,149624,,13,,,,,,0,0,40,,
129,27,,253814,,9,,,,,,0,0,25,,
130,21,,312956,,9,,,,,,0,0,40,,
131,34,,483777,,9,,,,,,0,0,40,,
132,18,,183930,,9,,,,,,0,0,12,,
133,33,,37274,,13,,,,,,0,0,65,,
134,44,,181344,,10,,,,,,0,0,38,,
135,43,,114580,,10,,,,,,0,0,40,,
136,30,,633742,,10,,,,,,0,0,45,,
137,40,,286370,,4,,,,,,0,0,40,,
138,37,,29054,,10,,,,,,0,0,42,,
139,34,,304030,,9,,,,,,0,0,40,,
140,41,,143129,,13,,,,,,0,0,40,,
141,58,,109567,,16,,,,,,0,0,1,,
142,24,,159567,,10,,,,,,0,0,40,,
143,41,,523910,,13,,,,,,0,0,40,,
144,47,,120939,,10,,,,,,0,0,45,,
145,41,,130760,,13,,,,,,0,0,24,,
146,36,,99374,,10,,,,,,0,0,40,,
147,40,,56795,,14,,,,,,14084,0,55,,
148,35,,138992,,14,,,,,,7298,0,40,,
149,24,,32921,,9,,,,,,0,0,40,,
150,26,,397317,,14,,,,,,0,1876,40,,
151,51,,259323,,13,,,,,,0,0,50,,
152,42,,254817,,10,,,,,,0,1340,40,,
153,37,,48211,,9,,,,,,0,0,35,,
154,18,,140164,,7,,,,,,0,0,40,,
155,35,,36270,,9,,,,,,0,0,60,,
156,17,,65368,,7,,,,,,0,0,12,,
157,44,,160943,,9,,,,,,0,0,40,,
158,54,,125417,,4,,,,,,0,0,40,,
159,38,,182609,,13,,,,,,0,0,50,,
160,31,,197860,,10,,,,,,0,0,40,,
162,90,,51744,,9,,,,,,0,2206,40,,
163,54,,176681,,9,,,,,,0,0,20,,
164,53,,140359,,1,,,,,,0,0,35,,
165,18,,243313,,9,,,,,,0,0,40,,
167,75,,314209,,11,,,,,,0,0,20,,
168,35,,538583,,7,,,,,,3674,0,40,,
169,41,,130408,,9,,,,,,0,0,38,,
170,25,,159732,,10,,,,,,0,0,42,,
171,33,,110978,,10,,,,,,0,0,40,,
172,28,,76714,,15,,,,,,0,0,55,,
173,59,,268700,,9,,,,,,0,0,40,,
174,40,,170525,,10,,,,,,0,0,38,,
175,38,,115076,,14,,,,,,0,0,70,,
176,23,,115458,,9,,,,,,0,0,40,,
177,41,,196001,,9,,,,,,0,0,20,,
178,24,,273905,,12,,,,,,0,0,50,,
179,38,,179488,,10,,,,,,0,1741,40,,
181,58,,236596,,9,,,,,,0,0,45,,
182,32,,183916,,9,,,,,,0,0,34,,
183,40,,207578,,12,,,,,,0,1977,60,,
185,41,,112763,,15,,,,,,0,0,40,,
186,42,,390781,,13,,,,,,0,0,40,,
187,59,,171328,,6,,,,,,0,0,30,,
188,19,,27382,,10,,,,,,0,0,40,,
189,42,,303044,,9,,,,,,0,0,40,,
190,32,,172579,,9,,,,,,0,0,30,,
191,45,,187666,,11,,,,,,0,0,45,,
192,50,,204518,,4,,,,,,0,0,40,,
193,36,,150042,,13,,,,,,0,0,40,,
194,45,,98092,,9,,,,,,0,0,60,,
195,59,,146013,,10,,,,,,4064,0,40,,
197,64,,21174,,9,,,,,,0,0,40,,
198,33,,222205,,9,,,,,,0,0,40,,
199,61,,69867,,9,,,,,,0,0,40,,
200,50,,30653,,14,,,,,,2407,0,98,,
201,30,,70377,,9,,,,,,0,0,40,,
202,43,,477983,,9,,,,,,0,0,40,,
203,44,,170924,,10,,,,,,7298,0,40,,
204,35,,190174,,10,,,,,,0,0,40,,
205,24,,279472,,10,,,,,,7298,0,48,,
206,22,,34918,,13,,,,,,0,0,15,,
207,42,,97688,,10,,,,,,5178,0,40,,
208,60,,173960,,13,,,,,,0,0,42,,
209,21,,205759,,9,,,,,,0,0,40,,
210,57,,425161,,14,,,,,,15024,0,40,,
211,41,,220531,,15,,,,,,0,0,60,,
212,25,,371987,,13,,,,,,0,0,40,,
213,36,,200352,,13,,,,,,0,0,45,,
214,31,,127595,,9,,,,,,0,0,40,,
215,29,,220419,,13,,,,,,0,0,56,,
216,27,,248402,,13,,,,,,0,0,40,,
217,65,,111095,,9,,,,,,0,0,16,,
218,37,,57424,,13,,,,,,0,0,60,,
220,24,,278130,,9,,,,,,0,0,40,,
221,38,,169469,,9,,,,,,0,0,80,,
222,48,,146268,,13,,,,,,7688,0,40,,
223,55,,238638,,9,,,,,,4386,0,40,,
224,24,,303296,,10,,,,,,0,0,40,,
225,43,,173321,,9,,,,,,0,0,40,,
226,26,,193945,,12,,,,,,0,0,45,,
227,46,,83082,,12,,,,,,0,0,33,,
228,35,,193815,,12,,,,,,0,0,40,,
229,41,,34987,,10,,,,,,0,0,54,,
230,26,,59306,,13,,,,,,0,0,40,,
231,34,,142897,,14,,,,,,7298,0,35,,
232,22,,199698,,10,,,,,,0,0,15,,
233,24,,191954,,10,,,,,,0,0,40,,
234,22,,399087,,3,,,,,,0,0,40,,
235,29,,423158,,10,,,,,,0,0,40,,
236,62,,159841,,9,,,,,,0,0,24,,
237,39,,174308,,9,,,,,,0,0,40,,
238,35,,186110,,9,,,,,,0,0,45,,
239,76,,174309,,14,,,,,,0,0,10,,
240,63,,78383,,9,,,,,,0,0,45,,
242,43,,187728,,10,,,,,,0,1887,50,,
243,58,,321171,,9,,,,,,0,0,40,,
244,66,,127921,,9,,,,,,2050,0,55,,
245,41,,206565,,10,,,,,,0,0,45,,
246,26,,224563,,13,,,,,,0,0,40,,
247,47,,178686,,11,,,,,,0,0,40,,
248,55,,98545,,6,,,,,,0,0,40,,
249,53,,242606,,9,,,,,,0,0,40,,
250,17,,270942,,3,,,,,,0,0,48,,
251,30,,94235,,9,,,,,,0,0,40,,
252,49,,71195,,14,,,,,,0,0,60,,
253,19,,104112,,9,,,,,,0,0,30,,
254,45,,261192,,9,,,,,,0,0,40,,
255,26,,94936,,12,,,,,,0,0,40,,
256,38,,296478,,11,,,,,,7298,0,40,,
257,36,,119272,,9,,,,,,7298,0,40,,
258,22,,293364,,10,,,,,,0,0,40,,
259,43,,241895,,13,,,,,,0,0,42,,
261,56,,101128,,12,,,,,,0,0,25,,
262,31,,156464,,13,,,,,,0,0,25,,
263,33,,117963,,13,,,,,,0,0,40,,
264,26,,192262,,9,,,,,,0,0,40,,
265,33,,111363,,13,,,,,,0,0,40,,
266,38,,95432,,9,,,,,,0,0,40,,
267,40,,96129,,11,,,,,,0,0,40,,
268,42,,111949,,9,,,,,,0,0,35,,
269,26,,117125,,5,,,,,,0,0,40,,
270,36,,348022,,6,,,,,,0,0,24,,
271,62,,270092,,14,,,,,,0,0,40,,
272,43,,180609,,13,,,,,,0,0,45,,
273,43,,174575,,13,,,,,,0,1564,45,,
274,28,,92262,,9,,,,,,0,0,40,,
275,56,,183081,,10,,,,,,0,0,45,,
276,22,,362589,,12,,,,,,0,0,15,,
277,57,,212448,,13,,,,,,0,0,45,,
278,39,,481060,,9,,,,,,0,0,40,,
279,26,,185885,,10,,,,,,0,0,15,,
280,17,,89821,,7,,,,,,0,0,10,,
281,45,,256649,,9,,,,,,0,0,40,,
282,44,,160323,,9,,,,,,0,0,40,,
283,20,,350845,,10,,,,,,0,0,10,,
284,33,,267404,,9,,,,,,0,0,40,,
285,23,,35633,,10,,,,,,0,0,40,,
286,46,,80914,,14,,,,,,0,0,30,,
287,38,,172927,,9,,,,,,0,0,50,,
288,54,,174319,,9,,,,,,0,0,40,,
289,46,,214955,,3,,,,,,0,2339,45,,
290,25,,344991,,10,,,,,,0,0,40,,
291,46,,108699,,10,,,,,,0,0,40,,
292,36,,117312,,10,,,,,,0,0,40,,
293,23,,396099,,9,,,,,,0,0,25,,
294,29,,134152,,9,,,,,,0,0,40,,
295,44,,162028,,10,,,,,,0,2415,6,,
296,19,,25429,,10,,,,,,0,0,16,,
297,19,,232392,,9,,,,,,0,0,40,,
298,35,,220098,,9,,,,,,0,0,40,,
299,46,,277946,,12,,,,,,0,0,40,,
301,34,,196164,,9,,,,,,0,0,35,,
302,44,,115562,,10,,,,,,0,0,40,,
304,25,,86872,,13,,,,,,0,0,55,,
305,20,,416103,,10,,,,,,0,0,40,,
306,28,,108574,,10,,,,,,0,0,40,,
307,50,,288353,,13,,,,,,0,0,40,,
308,34,,227689,,11,,,,,,0,0,64,,
309,28,,166481,,4,,,,,,0,2179,40,,
310,41,,445382,,14,,,,,,0,1977,65,,
311,28,,110145,,9,,,,,,0,0,40,,
312,33,,118500,,10,,,,,,0,0,40,,
313,46,,188386,,16,,,,,,15024,0,60,,
314,35,,92440,,8,,,,,,0,0,50,,
315,52,,190762,,2,,,,,,0,0,40,,
316,30,,426017,,7,,,,,,0,0,19,,
317,34,,243867,,7,,,,,,0,0,40,,
318,34,,240283,,9,,,,,,0,0,40,,
319,20,,61777,,10,,,,,,0,0,30,,
320,17,,175024,,7,,,,,,2176,0,18,,
321,32,,92003,,13,,,,,,0,0,40,,
322,29,,188401,,9,,,,,,0,0,40,,
323,33,,228528,,6,,,,,,0,0,35,,
324,25,,133373,,9,,,,,,0,0,60,,
325,36,,255191,,14,,,,,,0,1408,40,,
326,23,,204653,,9,,,,,,0,0,72,,
327,63,,222289,,9,,,,,,0,0,40,,
328,47,,287480,,14,,,,,,0,0,40,,
331,40,,204116,,13,,,,,,2174,0,40,,
332,30,,29662,,12,,,,,,0,0,25,,
333,27,,116358,,10,,,,,,0,1980,40,,
334,33,,208405,,14,,,,,,0,0,50,,
335,34,,284843,,9,,,,,,594,0,60,,
336,34,,117018,,10,,,,,,0,0,40,,
337,23,,81281,,10,,,,,,0,0,40,,
338,42,,340148,,10,,,,,,0,0,40,,
339,29,,363425,,13,,,,,,0,0,40,,
340,45,,45857,,9,,,,,,0,0,28,,
341,24,,191073,,9,,,,,,0,0,40,,
342,44,,116632,,10,,,,,,0,0,40,,
343,20,,298227,,10,,,,,,0,0,35,,
344,44,,290521,,9,,,,,,0,0,40,,
345,51,,56915,,9,,,,,,0,0,40,,
347,19,,206399,,9,,,,,,0,0,40,,
348,45,,197332,,10,,,,,,0,0,55,,
349,60,,245062,,9,,,,,,0,0,40,,
351,44,,234885,,9,,,,,,0,0,40,,
352,40,,72887,,11,,,,,,0,0,40,,
353,30,,180374,,9,,,,,,0,0,40,,
354,23,,54012,,9,,,,,,0,0,60,,
356,44,,116632,,12,,,,,,0,0,40,,
357,54,,288825,,9,,,,,,0,0,40,,
358,24,,170070,,13,,,,,,0,0,20,,
359,37,,126708,,9,,,,,,0,0,60,,
360,52,,35598,,9,,,,,,0,0,40,,
361,38,,33983,,10,,,,,,0,0,40,,
362,49,,192776,,14,,,,,,0,1977,45,,
363,30,,118551,,13,,,,,,0,0,16,,
364,60,,201965,,10,,,,,,0,0,40,,
366,35,,285020,,9,,,,,,0,0,40,,
367,67,,49401,,11,,,,,,0,0,24,,
368,46,,279196,,13,,,,,,0,0,40,,
369,17,,211870,,5,,,,,,0,0,6,,
370,27,,161155,,6,,,,,,0,0,40,,
371,23,,197904,,9,,,,,,0,0,35,,
372,41,,193626,,9,,,,,,0,0,40,,
373,25,,189775,,10,,,,,,0,0,20,,
374,59,,286967,,9,,,,,,0,0,45,,
375,45,,164427,,13,,,,,,0,0,40,,
376,38,,91039,,13,,,,,,15024,0,60,,
377,40,,347934,,9,,,,,,0,0,35,,
378,46,,371373,,9,,,,,,0,0,40,,
379,35,,32220,,12,,,,,,0,0,60,,
380,34,,187251,,9,,,,,,0,0,25,,
381,33,,178107,,13,,,,,,0,0,20,,
382,41,,343121,,9,,,,,,0,0,36,,
383,23,,403107,,3,,,,,,0,0,40,,
384,26,,64293,,10,,,,,,0,0,35,,
386,23,,324960,,9,,,,,,0,0,40,,
387,62,,114060,,9,,,,,,0,0,40,,
388,58,,180980,,10,,,,,,0,0,42,,
389,25,,181054,,13,,,,,,0,0,40,,
390,43,,112131,,10,,,,,,0,0,40,,
391,39,,91996,,9,,,,,,0,0,40,,
392,49,,141944,,11,,,,,,0,1380,42,,
394,32,,37070,,11,,,,,,0,0,45,,
395,34,,337587,,10,,,,,,0,0,50,,
396,28,,189346,,9,,,,,,0,0,45,,
398,25,,267044,,10,,,,,,0,0,20,,
401,34,,108116,,13,,,,,,0,0,50,,
402,38,,99146,,13,,,,,,15024,0,80,,
403,24,,248344,,10,,,,,,0,0,50,,
404,37,,186035,,10,,,,,,0,0,45,,
405,44,,177905,,10,,,,,,0,0,58,,
406,42,,221172,,13,,,,,,0,0,40,,
407,74,,99183,,10,,,,,,0,0,9,,
408,38,,190387,,9,,,,,,0,0,50,,
409,44,,202692,,14,,,,,,0,0,40,,
410,41,,101739,,12,,,,,,0,0,50,,
411,67,,231559,,15,,,,,,20051,0,48,,
412,39,,207853,,8,,,,,,0,0,50,,
413,57,,190942,,2,,,,,,0,0,30,,
415,30,,237903,,10,,,,,,0,0,40,,
416,27,,163862,,9,,,,,,0,0,40,,
417,46,,245724,,10,,,,,,0,0,50,,
418,36,,27053,,9,,,,,,0,0,40,,
419,72,,205343,,7,,,,,,0,0,40,,
420,35,,229328,,9,,,,,,0,0,40,,
421,33,,319560,,11,,,,,,0,0,40,,
422,35,,54576,,9,,,,,,0,0,40,,
424,34,,148291,,9,,,,,,0,0,32,,
425,30,,152453,,7,,,,,,0,0,40,,
426,28,,114053,,13,,,,,,0,0,55,,
427,54,,212960,,13,,,,,,0,0,35,,
428,47,,264052,,10,,,,,,0,0,50,,
429,52,,334273,,13,,,,,,0,0,60,,
430,29,,110663,,9,,,,,,0,0,35,,
431,47,,87490,,14,,,,,,0,0,42,,
432,24,,354351,,9,,,,,,0,0,40,,
433,51,,95469,,9,,,,,,0,0,40,,
434,17,,242718,,7,,,,,,0,0,12,,
436,58,,283635,,13,,,,,,0,0,40,,
437,26,,86646,,10,,,,,,0,0,45,,
439,57,,69884,,9,,,,,,0,0,40,,
440,59,,199713,,9,,,,,,0,0,40,,
441,27,,181659,,9,,,,,,0,0,40,,
442,31,,340939,,13,,,,,,0,0,40,,
443,21,,197747,,10,,,,,,0,0,24,,
444,29,,34292,,10,,,,,,0,0,60,,
445,18,,156764,,7,,,,,,0,0,40,,
446,52,,25826,,6,,,,,,0,1887,47,,
448,60,,39352,,4,,,,,,0,0,48,,
449,23,,117789,,13,,,,,,0,0,40,,
450,27,,267147,,9,,,,,,0,0,40,,
452,42,,214242,,15,,,,,,0,1902,50,,
453,25,,200408,,10,,,,,,2174,0,40,,
454,49,,136455,,13,,,,,,0,0,45,,
455,32,,239824,,13,,,,,,0,0,40,,
456,19,,217039,,10,,,,,,0,0,28,,
457,42,,175674,,5,,,,,,0,0,40,,
458,35,,194404,,12,,,,,,0,0,40,,
459,48,,45612,,9,,,,,,0,0,37,,
460,51,,410114,,14,,,,,,0,0,40,,
461,29,,182521,,9,,,,,,0,0,40,,
462,36,,339772,,9,,,,,,0,0,40,,
463,17,,169658,,6,,,,,,0,0,21,,
464,52,,200853,,14,,,,,,6849,0,60,,
465,24,,247564,,9,,,,,,0,0,40,,
466,26,,208122,,13,,,,,,1055,0,40,,
467,27,,109881,,13,,,,,,0,0,20,,
468,39,,207824,,9,,,,,,0,0,60,,
469,30,,369027,,9,,,,,,0,0,45,,
470,52,,51048,,13,,,,,,0,0,55,,
471,46,,102388,,15,,,,,,15024,0,45,,
472,23,,190483,,13,,,,,,0,0,20,,
473,29,,34383,,11,,,,,,0,0,55,,
474,47,,241832,,5,,,,,,0,0,40,,
475,34,,153614,,9,,,,,,0,0,45,,
476,38,,267556,,9,,,,,,0,0,64,,
477,33,,205469,,10,,,,,,0,0,40,,
478,49,,268090,,13,,,,,,0,0,26,,
479,47,,165039,,10,,,,,,0,0,40,,
480,49,,120451,,6,,,,,,0,0,40,,
481,43,,154374,,10,,,,,,15024,0,60,,
482,30,,103649,,13,,,,,,0,0,40,,
483,58,,35723,,9,,,,,,0,0,60,,
484,19,,262601,,9,,,,,,0,0,14,,
485,21,,226181,,13,,,,,,0,0,40,,
486,33,,175697,,13,,,,,,15024,0,60,,
487,26,,75654,,9,,,,,,0,0,55,,
488,60,,199378,,9,,,,,,0,0,40,,
489,36,,188563,,10,,,,,,5178,0,50,,
490,31,,55849,,10,,,,,,0,0,45,,
491,30,,169496,,13,,,,,,0,0,40,,
492,20,,130959,,10,,,,,,0,0,20,,
493,24,,556660,,9,,,,,,4101,0,50,,
494,35,,292472,,16,,,,,,0,0,40,,
495,38,,143774,,10,,,,,,0,0,45,,
496,27,,288341,,9,,,,,,0,0,32,,
497,29,,71592,,10,,,,,,0,0,40,,
499,34,,106742,,9,,,,,,0,0,45,,
500,44,,219288,,4,,,,,,0,0,35,,
501,44,,335183,,8,,,,,,0,0,40,,
502,27,,111900,,10,,,,,,0,0,40,,
503,43,,194360,,14,,,,,,0,0,38,,
504,42,,341204,,12,,,,,,8614,0,40,,
505,27,,249362,,10,,,,,,3411,0,40,,
507,24,,172146,,5,,,,,,0,1721,40,,
508,33,,182556,,13,,,,,,0,0,40,,
509,17,,102726,,8,,,,,,0,0,16,,
510,32,,226267,,10,,,,,,0,0,40,,
511,31,,125457,,9,,,,,,0,0,45,,
512,58,,204021,,9,,,,,,0,0,50,,
513,29,,92262,,9,,,,,,0,0,48,,
514,34,,190290,,9,,,,,,0,0,40,,
515,23,,430828,,10,,,,,,0,0,40,,
516,18,,59342,,7,,,,,,0,0,5,,
517,34,,136721,,9,,,,,,0,0,40,,
519,45,,86644,,13,,,,,,0,0,55,,
520,41,,195124,,14,,,,,,0,0,35,,
521,26,,167350,,9,,,,,,0,0,30,,
522,24,,140027,,10,,,,,,0,0,45,,
523,42,,262425,,10,,,,,,0,0,50,,
524,20,,316702,,10,,,,,,0,0,20,,
525,23,,335453,,13,,,,,,0,0,20,,
527,35,,203628,,14,,,,,,0,0,60,,
528,30,,189620,,13,,,,,,0,0,40,,
529,19,,475028,,9,,,,,,0,0,20,,
530,36,,110866,,13,,,,,,0,0,50,,
531,31,,243605,,13,,,,,,0,1380,40,,
532,31,,80145,,10,,,,,,0,0,40,,
533,44,,63042,,13,,,,,,0,0,50,,
534,40,,229148,,8,,,,,,0,0,40,,
535,45,,242552,,10,,,,,,0,0,40,,
536,18,,208103,,7,,,,,,0,0,25,,
537,28,,296450,,13,,,,,,0,0,40,,
539,40,,144995,,11,,,,,,4386,0,40,,
540,33,,194141,,9,,,,,,0,0,40,,
541,19,,378418,,9,,,,,,0,0,40,,
542,22,,214399,,10,,,,,,0,0,15,,
543,34,,217460,,13,,,,,,0,0,45,,
544,33,,182556,,9,,,,,,0,0,40,,
545,41,,125831,,9,,,,,,0,2051,60,,
546,29,,271328,,13,,,,,,4650,0,40,,
547,50,,50459,,9,,,,,,0,0,42,,
548,42,,162140,,13,,,,,,7298,0,45,,
549,44,,111502,,9,,,,,,0,0,40,,
550,20,,299047,,10,,,,,,0,0,20,,
551,31,,223212,,9,,,,,,0,0,40,,
553,23,,352139,,10,,,,,,0,0,24,,
554,55,,173093,,10,,,,,,0,0,40,,
555,25,,332702,,11,,,,,,0,0,15,,
557,36,,131414,,10,,,,,,0,0,36,,
558,43,,260960,,13,,,,,,0,0,50,,
559,56,,156052,,9,,,,,,594,0,20,,
560,19,,192453,,10,,,,,,0,0,25,,
561,42,,151408,,14,,,,,,14084,0,50,,
562,26,,112847,,11,,,,,,0,0,40,,
563,17,,316929,,8,,,,,,0,0,20,,
564,55,,197422,,9,,,,,,7688,0,40,,
565,32,,267736,,10,,,,,,0,0,40,,
566,29,,356089,,13,,,,,,7688,0,40,,
567,22,,223515,,13,,,,,,0,0,20,,
568,23,,145111,,9,,,,,,0,0,50,,
569,39,,48093,,9,,,,,,0,0,40,,
570,27,,31757,,11,,,,,,0,0,38,,
571,54,,285854,,9,,,,,,0,0,40,,
572,33,,120064,,13,,,,,,0,0,45,,
573,46,,167381,,9,,,,,,0,0,40,,
574,37,,103408,,9,,,,,,0,0,40,,
575,34,,119411,,9,,,,,,0,0,40,,
576,51,,386773,,13,,,,,,0,0,55,,
577,32,,283268,,6,,,,,,0,0,42,,
578,31,,301526,,10,,,,,,0,0,40,,
579,22,,151790,,10,,,,,,0,0,30,,
580,47,,106252,,13,,,,,,0,0,50,,
581,26,,171114,,10,,,,,,0,0,38,,
582,37,,327323,,3,,,,,,0,0,32,,
583,37,,280282,,11,,,,,,0,0,24,,
584,55,,116442,,9,,,,,,0,0,38,,
585,23,,282579,,11,,,,,,0,0,56,,
586,36,,51838,,10,,,,,,0,0,40,,
588,43,,226902,,13,,,,,,0,0,50,,
590,28,,196690,,11,,,,,,0,1669,42,,
591,40,,130760,,11,,,,,,0,0,50,,
592,41,,49572,,10,,,,,,0,0,60,,
593,42,,169628,,10,,,,,,0,0,38,,
594,61,,36671,,9,,,,,,0,2352,50,,
595,18,,231193,,8,,,,,,0,0,30,,
598,48,,102102,,11,,,,,,0,0,50,,
599,41,,32185,,13,,,,,,0,0,40,,
601,60,,31577,,9,,,,,,0,0,60,,
602,22,,162343,,10,,,,,,0,0,20,,
603,61,,128831,,9,,,,,,0,0,40,,
604,46,,90758,,14,,,,,,0,0,35,,
605,43,,274363,,13,,,,,,0,1902,40,,
606,43,,154538,,12,,,,,,0,0,40,,
607,68,,315859,,7,,,,,,0,0,20,,
608,31,,51471,,9,,,,,,0,0,38,,
609,17,,193830,,7,,,,,,0,0,20,,
610,32,,231043,,9,,,,,,5178,0,48,,
612,33,,169879,,13,,,,,,3103,0,47,,
613,64,,270333,,13,,,,,,0,0,40,,
614,30,,191571,,9,,,,,,0,0,36,,
616,43,,94113,,10,,,,,,0,0,45,,
617,22,,137510,,10,,,,,,0,0,40,,
618,17,,32607,,6,,,,,,0,0,20,,
619,47,,93208,,9,,,,,,0,0,75,,
620,41,,254440,,11,,,,,,0,0,60,,
621,56,,186556,,10,,,,,,0,0,50,,
622,47,,191277,,9,,,,,,0,0,50,,
623,29,,154411,,11,,,,,,0,0,40,,
624,30,,129227,,9,,,,,,0,0,40,,
625,57,,34269,,9,,,,,,0,653,42,,
