,age,workclass,fnlwgt,education,education_num,marital_status,post,relationship,nation,gender,capital_gain,capital_loss,hours_per_week,country,wealth
700,37,25.0,214738,17.647058823529413,9,12.5,46.66666666666667,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
735,37,25.0,200153,17.647058823529413,9,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
808,31,25.0,232475,23.529411764705884,10,12.5,20.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
839,29,25.0,140863,23.529411764705884,10,12.5,53.333333333333336,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
880,32,25.0,202952,17.647058823529413,9,12.5,20.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
881,44,25.0,167725,17.647058823529413,9,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
899,36,25.0,135289,17.647058823529413,9,12.5,46.66666666666667,14.285714285714286,16.666666666666668,33.333333333333336,0,0,45,2.4390243902439024,33.333333333333336
946,31,25.0,163594,17.647058823529413,9,25.0,26.666666666666668,42.85714285714286,16.666666666666668,66.66666666666667,0,0,45,2.4390243902439024,33.333333333333336
962,46,25.0,188861,23.529411764705884,10,12.5,33.333333333333336,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
1021,39,25.0,191161,23.529411764705884,10,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
1065,33,25.0,130021,17.647058823529413,9,12.5,33.333333333333336,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
1106,30,25.0,177675,23.529411764705884,10,25.0,60.0,42.85714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,66.66666666666667
1177,45,25.0,149640,23.529411764705884,10,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
1282,35,25.0,168817,17.647058823529413,9,25.0,46.66666666666667,42.85714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
1293,38,25.0,187069,17.647058823529413,9,12.5,33.333333333333336,14.285714285714286,16.666666666666668,33.333333333333336,0,0,45,2.4390243902439024,33.333333333333336
1424,44,25.0,161819,17.647058823529413,9,12.5,46.66666666666667,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,66.66666666666667
1532,34,25.0,126838,17.647058823529413,9,12.5,33.333333333333336,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
1575,39,25.0,179579,17.647058823529413,9,25.0,60.0,57.142857142857146,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
1636,39,25.0,184659,17.647058823529413,9,12.5,46.66666666666667,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
1701,41,25.0,118853,23.529411764705884,10,12.5,26.666666666666668,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
1705,42,25.0,225193,17.647058823529413,9,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
1814,35,25.0,136343,17.647058823529413,9,25.0,26.666666666666668,42.85714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
1823,41,25.0,154194,17.647058823529413,9,25.0,26.666666666666668,57.142857142857146,16.666666666666668,66.66666666666667,0,0,40,2.4390243902439024,33.333333333333336
1975,46,25.0,138626,23.529411764705884,10,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
1978,28,25.0,185957,17.647058823529413,9,12.5,20.0,28.571428571428573,16.666666666666668,66.66666666666667,0,0,40,2.4390243902439024,33.333333333333336
2004,37,25.0,211494,17.647058823529413,9,12.5,53.333333333333336,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,66.66666666666667
2038,32,25.0,185410,17.647058823529413,9,25.0,20.0,42.85714285714286,16.666666666666668,66.66666666666667,0,0,40,2.4390243902439024,33.333333333333336
2172,42,25.0,200574,23.529411764705884,10,12.5,26.666666666666668,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
2206,31,25.0,186787,17.647058823529413,9,25.0,60.0,57.142857142857146,16.666666666666668,33.333333333333336,0,0,42,2.4390243902439024,33.333333333333336
2219,27,25.0,193701,17.647058823529413,9,25.0,60.0,57.142857142857146,16.666666666666668,66.66666666666667,0,0,45,2.4390243902439024,33.333333333333336
2225,36,25.0,187046,17.647058823529413,9,12.5,26.666666666666668,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,66.66666666666667
2286,29,25.0,173652,23.529411764705884,10,25.0,20.0,57.142857142857146,16.666666666666668,66.66666666666667,0,0,40,2.4390243902439024,33.333333333333336
2287,40,25.0,164663,17.647058823529413,9,12.5,33.333333333333336,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
2398,39,25.0,208778,17.647058823529413,9,12.5,46.66666666666667,28.571428571428573,16.666666666666668,66.66666666666667,0,0,40,2.4390243902439024,66.66666666666667
2486,46,25.0,180695,23.529411764705884,10,25.0,20.0,57.142857142857146,16.666666666666668,66.66666666666667,0,0,40,2.4390243902439024,33.333333333333336
2498,41,25.0,231689,17.647058823529413,9,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,66.66666666666667
2514,31,25.0,196788,17.647058823529413,9,12.5,20.0,28.571428571428573,16.666666666666668,66.66666666666667,0,0,40,2.4390243902439024,33.333333333333336
2571,36,25.0,203482,17.647058823529413,9,12.5,46.66666666666667,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
2574,38,25.0,220585,17.647058823529413,9,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
2630,37,25.0,205339,23.529411764705884,10,25.0,53.333333333333336,42.85714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,66.66666666666667
2634,47,25.0,229737,17.647058823529413,9,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,45,2.4390243902439024,66.66666666666667
2710,31,25.0,119422,17.647058823529413,9,12.5,26.666666666666668,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
2819,41,25.0,119721,17.647058823529413,9,12.5,53.333333333333336,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
2906,46,25.0,142828,17.647058823529413,9,12.5,26.666666666666668,28.571428571428573,16.666666666666668,66.66666666666667,0,0,40,2.4390243902439024,66.66666666666667
2925,43,25.0,160369,17.647058823529413,9,25.0,46.66666666666667,57.142857142857146,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
3003,31,25.0,207201,23.529411764705884,10,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,66.66666666666667
3016,44,25.0,222434,17.647058823529413,9,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
3188,44,25.0,228320,17.647058823529413,9,12.5,53.333333333333336,14.285714285714286,16.666666666666668,33.333333333333336,0,0,45,2.4390243902439024,66.66666666666667
3323,45,25.0,123681,17.647058823529413,9,12.5,26.666666666666668,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,66.66666666666667
3343,40,25.0,123557,23.529411764705884,10,12.5,26.666666666666668,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
3383,47,25.0,197836,17.647058823529413,9,12.5,26.666666666666668,14.285714285714286,16.666666666666668,33.333333333333336,0,0,45,2.4390243902439024,33.333333333333336
3387,27,25.0,225291,23.529411764705884,10,25.0,20.0,42.85714285714286,16.666666666666668,66.66666666666667,0,0,40,2.4390243902439024,33.333333333333336
3506,31,25.0,152940,23.529411764705884,10,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
3543,29,25.0,194200,23.529411764705884,10,25.0,46.66666666666667,57.142857142857146,16.666666666666668,33.333333333333336,0,0,45,2.4390243902439024,33.333333333333336
3603,30,25.0,205204,17.647058823529413,9,25.0,20.0,57.142857142857146,16.666666666666668,66.66666666666667,0,0,40,2.4390243902439024,33.333333333333336
3612,47,25.0,168232,23.529411764705884,10,12.5,20.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,44,2.4390243902439024,66.66666666666667
3624,34,25.0,117983,17.647058823529413,9,25.0,20.0,42.85714285714286,16.666666666666668,66.66666666666667,0,0,40,2.4390243902439024,33.333333333333336
3664,28,25.0,196564,17.647058823529413,9,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,45,2.4390243902439024,33.333333333333336
3668,30,25.0,156718,17.647058823529413,9,25.0,53.333333333333336,42.85714285714286,16.666666666666668,66.66666666666667,0,0,40,2.4390243902439024,33.333333333333336
3674,33,25.0,196266,17.647058823529413,9,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,66.66666666666667
3690,41,25.0,178983,17.647058823529413,9,12.5,20.0,28.571428571428573,16.666666666666668,66.66666666666667,0,0,40,2.4390243902439024,33.333333333333336
3761,44,25.0,173981,17.647058823529413,9,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
3793,40,25.0,165309,23.529411764705884,10,12.5,33.333333333333336,14.285714285714286,16.666666666666668,33.333333333333336,0,0,43,2.4390243902439024,33.333333333333336
3812,33,25.0,170769,17.647058823529413,9,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
3813,28,25.0,142443,17.647058823529413,9,25.0,60.0,57.142857142857146,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
3818,34,25.0,178615,17.647058823529413,9,12.5,46.66666666666667,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
3870,29,25.0,207064,17.647058823529413,9,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,66.66666666666667
3908,36,25.0,214816,17.647058823529413,9,25.0,60.0,42.85714285714286,16.666666666666668,66.66666666666667,0,0,40,2.4390243902439024,33.333333333333336
3981,32,25.0,183356,17.647058823529413,9,25.0,60.0,57.142857142857146,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
4014,38,25.0,204756,17.647058823529413,9,25.0,26.666666666666668,57.142857142857146,16.666666666666668,66.66666666666667,0,0,40,2.4390243902439024,33.333333333333336
4026,29,25.0,148550,17.647058823529413,9,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
4056,37,25.0,172846,23.529411764705884,10,12.5,26.666666666666668,14.285714285714286,16.666666666666668,33.333333333333336,0,0,45,2.4390243902439024,66.66666666666667
4085,34,25.0,209808,23.529411764705884,10,12.5,20.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,66.66666666666667
4133,35,25.0,165767,23.529411764705884,10,12.5,46.66666666666667,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
4139,39,25.0,174368,17.647058823529413,9,12.5,20.0,28.571428571428573,16.666666666666668,66.66666666666667,0,0,40,2.4390243902439024,66.66666666666667
4154,33,25.0,158416,17.647058823529413,9,25.0,46.66666666666667,42.85714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
4160,29,25.0,132874,17.647058823529413,9,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
4188,44,25.0,169397,17.647058823529413,9,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,66.66666666666667
4281,43,25.0,195258,17.647058823529413,9,12.5,20.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,66.66666666666667
4303,28,25.0,190367,17.647058823529413,9,12.5,46.66666666666667,14.285714285714286,16.666666666666668,33.333333333333336,0,0,45,2.4390243902439024,33.333333333333336
4335,34,25.0,195860,17.647058823529413,9,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
4343,35,25.0,161141,17.647058823529413,9,12.5,46.66666666666667,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
4344,35,25.0,212465,17.647058823529413,9,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,66.66666666666667
4353,27,25.0,132191,17.647058823529413,9,25.0,60.0,42.85714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
4424,32,25.0,211028,23.529411764705884,10,25.0,20.0,42.85714285714286,16.666666666666668,66.66666666666667,0,0,40,2.4390243902439024,33.333333333333336
4441,39,25.0,186183,17.647058823529413,9,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,66.66666666666667
4453,47,25.0,211239,23.529411764705884,10,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
4471,29,25.0,201454,23.529411764705884,10,25.0,20.0,42.85714285714286,16.666666666666668,66.66666666666667,0,0,40,2.4390243902439024,33.333333333333336
4507,30,25.0,154843,17.647058823529413,9,12.5,46.66666666666667,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
4531,40,25.0,170214,17.647058823529413,9,12.5,33.333333333333336,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,66.66666666666667
4567,30,25.0,188403,23.529411764705884,10,25.0,46.66666666666667,42.85714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
4574,34,25.0,221396,23.529411764705884,10,12.5,20.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
4578,31,25.0,213750,23.529411764705884,10,25.0,26.666666666666668,42.85714285714286,16.666666666666668,33.333333333333336,0,0,45,2.4390243902439024,33.333333333333336
4607,31,25.0,206541,23.529411764705884,10,12.5,20.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
4756,46,25.0,141483,17.647058823529413,9,12.5,26.666666666666668,28.571428571428573,16.666666666666668,66.66666666666667,0,0,40,2.4390243902439024,33.333333333333336
4851,46,25.0,169699,17.647058823529413,9,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
4926,37,25.0,192939,17.647058823529413,9,12.5,33.333333333333336,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
4942,41,25.0,152629,23.529411764705884,10,12.5,53.333333333333336,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,66.66666666666667
4998,29,25.0,177413,17.647058823529413,9,12.5,46.66666666666667,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,66.66666666666667
5118,29,25.0,178469,17.647058823529413,9,25.0,26.666666666666668,42.85714285714286,16.666666666666668,66.66666666666667,0,0,40,2.4390243902439024,33.333333333333336
5217,44,25.0,179136,17.647058823529413,9,25.0,26.666666666666668,42.85714285714286,16.666666666666668,66.66666666666667,0,0,40,2.4390243902439024,33.333333333333336
5275,27,25.0,168827,17.647058823529413,9,12.5,46.66666666666667,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
5343,34,25.0,175878,17.647058823529413,9,12.5,26.666666666666668,14.285714285714286,16.666666666666668,66.66666666666667,0,0,40,2.4390243902439024,33.333333333333336
5402,30,25.0,211028,17.647058823529413,9,25.0,20.0,42.85714285714286,16.666666666666668,66.66666666666667,0,0,45,2.4390243902439024,33.333333333333336
5410,30,25.0,151773,23.529411764705884,10,12.5,46.66666666666667,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,66.66666666666667
5448,30,25.0,231263,17.647058823529413,9,12.5,26.666666666666668,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
5451,31,25.0,191001,17.647058823529413,9,25.0,26.666666666666668,42.85714285714286,16.666666666666668,66.66666666666667,0,0,40,2.4390243902439024,33.333333333333336
5532,28,25.0,119793,23.529411764705884,10,25.0,20.0,57.142857142857146,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
5546,37,25.0,172538,17.647058823529413,9,25.0,46.66666666666667,57.142857142857146,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
5548,32,25.0,198452,17.647058823529413,9,12.5,40.0,28.571428571428573,16.666666666666668,66.66666666666667,0,0,40,2.4390243902439024,33.333333333333336
5633,41,25.0,204046,17.647058823529413,9,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
5668,43,25.0,120277,17.647058823529413,9,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,66.66666666666667
5678,39,25.0,125550,17.647058823529413,9,12.5,20.0,28.571428571428573,16.666666666666668,66.66666666666667,0,0,40,2.4390243902439024,66.66666666666667
5711,36,25.0,172256,17.647058823529413,9,12.5,46.66666666666667,14.285714285714286,16.666666666666668,33.333333333333336,0,0,44,2.4390243902439024,66.66666666666667
5736,32,25.0,232766,23.529411764705884,10,25.0,20.0,42.85714285714286,16.666666666666668,66.66666666666667,0,0,40,2.4390243902439024,33.333333333333336
5756,44,25.0,205822,23.529411764705884,10,12.5,26.666666666666668,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,66.66666666666667
5786,27,25.0,183639,17.647058823529413,9,25.0,33.333333333333336,57.142857142857146,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
5806,41,25.0,225193,17.647058823529413,9,12.5,26.666666666666668,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
5825,42,25.0,190543,23.529411764705884,10,12.5,53.333333333333336,28.571428571428573,16.666666666666668,66.66666666666667,0,0,40,2.4390243902439024,66.66666666666667
5867,33,25.0,176711,17.647058823529413,9,25.0,20.0,42.85714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
5873,32,25.0,192565,17.647058823529413,9,12.5,46.66666666666667,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
5896,31,25.0,154227,17.647058823529413,9,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,43,2.4390243902439024,66.66666666666667
5972,40,25.0,136244,23.529411764705884,10,12.5,20.0,28.571428571428573,16.666666666666668,66.66666666666667,0,0,40,2.4390243902439024,33.333333333333336
6017,30,25.0,196396,23.529411764705884,10,25.0,46.66666666666667,42.85714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
6249,27,25.0,152231,23.529411764705884,10,12.5,46.66666666666667,14.285714285714286,16.666666666666668,33.333333333333336,0,0,45,2.4390243902439024,33.333333333333336
6273,47,25.0,197702,23.529411764705884,10,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
6286,33,25.0,209101,17.647058823529413,9,25.0,20.0,42.85714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
6287,46,25.0,146919,17.647058823529413,9,12.5,20.0,28.571428571428573,16.666666666666668,66.66666666666667,0,0,40,2.4390243902439024,66.66666666666667
6317,41,25.0,163174,17.647058823529413,9,25.0,20.0,42.85714285714286,16.666666666666668,66.66666666666667,0,0,40,2.4390243902439024,33.333333333333336
6353,38,25.0,173968,17.647058823529413,9,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,45,2.4390243902439024,33.333333333333336
6423,29,25.0,229729,17.647058823529413,9,25.0,33.333333333333336,42.85714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
6429,29,25.0,207064,17.647058823529413,9,12.5,46.66666666666667,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
6446,42,25.0,213464,23.529411764705884,10,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
6448,28,25.0,142712,23.529411764705884,10,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
6522,46,25.0,220269,23.529411764705884,10,12.5,53.333333333333336,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,66.66666666666667
6536,28,25.0,206125,23.529411764705884,10,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
6581,46,25.0,174426,23.529411764705884,10,12.5,46.66666666666667,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
6589,40,25.0,199303,17.647058823529413,9,12.5,20.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
6678,33,25.0,149726,17.647058823529413,9,12.5,26.666666666666668,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,66.66666666666667
6686,27,25.0,204788,17.647058823529413,9,25.0,20.0,42.85714285714286,16.666666666666668,66.66666666666667,0,0,40,2.4390243902439024,33.333333333333336
6687,30,25.0,158688,17.647058823529413,9,12.5,46.66666666666667,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
6724,30,25.0,205950,23.529411764705884,10,12.5,46.66666666666667,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,66.66666666666667
6745,39,25.0,190728,17.647058823529413,9,25.0,20.0,42.85714285714286,16.666666666666668,66.66666666666667,0,0,40,2.4390243902439024,33.333333333333336
6753,44,25.0,182402,17.647058823529413,9,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,66.66666666666667
6774,41,25.0,188615,23.529411764705884,10,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,66.66666666666667
6789,30,25.0,203488,23.529411764705884,10,12.5,46.66666666666667,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,66.66666666666667
6796,43,25.0,152629,17.647058823529413,9,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,66.66666666666667
6798,41,25.0,233130,23.529411764705884,10,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,66.66666666666667
6809,44,25.0,174283,17.647058823529413,9,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,66.66666666666667
6897,37,25.0,227597,23.529411764705884,10,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
6912,28,25.0,181659,17.647058823529413,9,12.5,46.66666666666667,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
6972,29,25.0,147340,23.529411764705884,10,25.0,26.666666666666668,57.142857142857146,16.666666666666668,66.66666666666667,0,0,40,2.4390243902439024,33.333333333333336
7050,42,25.0,194636,17.647058823529413,9,12.5,26.666666666666668,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
7062,31,25.0,210008,17.647058823529413,9,25.0,26.666666666666668,57.142857142857146,16.666666666666668,66.66666666666667,0,0,40,2.4390243902439024,33.333333333333336
7108,33,25.0,194901,17.647058823529413,9,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,45,2.4390243902439024,33.333333333333336
7139,38,25.0,129591,23.529411764705884,10,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
7173,43,25.0,153160,23.529411764705884,10,12.5,20.0,28.571428571428573,16.666666666666668,66.66666666666667,0,0,40,2.4390243902439024,33.333333333333336
7290,27,25.0,200802,23.529411764705884,10,25.0,53.333333333333336,42.85714285714286,16.666666666666668,66.66666666666667,0,0,40,2.4390243902439024,33.333333333333336
7388,46,25.0,179869,17.647058823529413,9,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
7389,29,25.0,193125,17.647058823529413,9,25.0,46.66666666666667,42.85714285714286,16.666666666666668,66.66666666666667,0,0,40,2.4390243902439024,33.333333333333336
7413,34,25.0,191291,23.529411764705884,10,25.0,60.0,42.85714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
7415,37,25.0,227545,23.529411764705884,10,12.5,26.666666666666668,14.285714285714286,16.666666666666668,33.333333333333336,0,0,44,2.4390243902439024,66.66666666666667
7436,30,25.0,214993,17.647058823529413,9,12.5,60.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
7439,29,25.0,120359,17.647058823529413,9,12.5,20.0,14.285714285714286,16.666666666666668,33.333333333333336,0,0,40,2.4390243902439024,33.333333333333336
